Unnamed: 0,Wiki_ID,Movie_ID,title,release_date,BoxOfficeRevenue,Runtime,Languages,Countries,Genres,Year,budget,Net_revenue,rating,BoxOfficeRank,RatingRank,SuccessMetric,script_id,imdb_id,female_script,Bechdel_score,num_actors,num_women,proportion_actress,incl_score
13426,746845,/m/037xlx,Cliffhanger,1993-05-28,255325036.0,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/01z02hx"": ""Sports""}",1993,70000000.0,185325036.0,6.299815106436826,0.9090404880754298,0.4745277618775043,0.691784124976467,2027,tt0106582,0.22522522522522526,1,11.0,2.0,0.18181818181818182,0.2467922467922468
13465,202652,/m/01cssf,Romeo + Juliet,1996-11-01,147554999.0,130.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",1996,14500000.0,133054999.0,6.7,0.8668885191347754,0.659988551803091,0.7634385354689333,4888,tt0117509,0.2789115646258503,3,18.0,4.0,0.2222222222222222,0.5003779289493575
13479,239587,/m/01jrbb,Finding Nemo,2003-05-30,921111197.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01zhp"": ""Computer Animation"", ""/m/0hcr"": ""Animation"", ""/m/0bj8m2"": ""Children's"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",2003,94000000.0,827111197.0,7.899648645126294,0.9969495285635052,0.9715703110093492,0.9842599197864272,2296,tt0266543,0.2633053221288515,1,24.0,4.0,0.16666666666666666,0.25443510737628383
13482,312757,/m/01tdmp,Tron,1982-07-09,74000000.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01qpc"": ""Cyberpunk"", ""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/01zhp"": ""Computer Animation"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",1982,17000000.0,57000000.0,6.650586523631888,0.7197726012201886,0.6441518794123259,0.6819622403162573,1393,tt0084827,0.11370262390670549,0,9.0,1.0,0.1111111111111111,0.07493791167260554
13500,301574,/m/01ry_x,The Little Mermaid,1989-11-17,211343479.0,82.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04xvh5"": ""Costume drama"", ""/m/0hcr"": ""Animation"", ""/m/04t36"": ""Musical"", ""/m/01hmnh"": ""Fantasy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hqxf"": ""Family Film""}",1989,40000000.0,171343479.0,7.4,0.9023849140321686,0.8898111047510017,0.8960980093915851,2784,tt0097757,0.3434650455927052,3,18.0,6.0,0.3333333333333333,0.5589327929753461
13618,244610,/m/01kff7,Wild Wild West,1999-06-30,222105681.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0hj3mzj"": ""Comedy Western"", ""/m/0hfjk"": ""Western"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",1999,170000000.0,52105681.0,5.0,0.7057681641708264,0.1101888952489982,0.4079785297099124,3723,tt0120891,0.12126245847176076,2,19.0,6.0,0.3157894736842105,0.36790619960754595
13905,4227,/m/01c9d,Barry Lyndon,1975-12-18,20000000.0,187.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/04xvh5"": ""Costume drama"", ""/m/060__y"": ""Film adaptation"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/02l7c8"": ""Romance Film"", ""/m/03pgfj"": ""New Hollywood""}",1975,11000000.0,9000000.0,7.9,0.4441209095951192,0.9742415569547797,0.7091812332749494,716,tt0072684,0.1089108910891089,1,9.0,2.0,0.2222222222222222,0.22148881554822145
13930,7224803,/m/0kv0_1,Walking Tall,2004-04-02,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/03bxz7"": ""Biographical film"", ""/m/02kdv5l"": ""Action""}",2004,56000000.0,,6.15,,0.4241556954779622,,1452,tt0351977,0.13032581453634084,1,19.0,4.0,0.21052631578947367,0.22472848788638258
14133,302970,/m/01s3vk,Edward Scissorhands,1990-12-06,86024005.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01t_vv"": ""Comedy-drama"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/03rzvv"": ""Romantic fantasy"", ""/m/02b5_l"": ""Teen""}",1990,20000000.0,66024005.0,7.7,0.7479201331114809,0.9499141385231826,0.8489171358173317,878,tt0099487,0.5892857142857143,3,16.0,7.0,0.4375,0.6755952380952381
14174,5511248,/m/0dq626,Holes,2003-04-11,71406573.0,111.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n1c"": ""Escape Film"", ""/m/0hqxf"": ""Family Film"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",2003,20000000.0,51406573.0,6.850016513832763,0.7032723239046035,0.7227628315207022,0.7130175777126528,4365,tt0311289,0.11087420042643925,2,25.0,6.0,0.24,0.3391802890310353
14307,163438,/m/015qnh,Ronin,1998-09-12,70692101.0,121.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/06b_j"": ""Russian Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0hj3mxr"": ""Chase Movie"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",1998,55000000.0,15692101.0,7.0,0.5094287298946201,0.767887807670292,0.638658268782456,1287,tt0122690,0.14746543778801846,1,10.0,2.0,0.2,0.22693292370711726
14313,2638362,/m/07tj4c,Emma,1996-08-02,22231658.0,123.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/04xvh5"": ""Costume drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation"", ""/m/02l7c8"": ""Romance Film""}",1996,6000000.0,16231658.0,6.675791623058138,0.5156683305601775,0.6448196908986834,0.5802440107294304,5306,tt0116191,0.7529761904761905,3,13.0,7.0,0.5384615384615384,0.7638125763125764
76000,2654649,/m/07vpt_,Emma,1996,22231658.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/04xvh5"": ""Costume drama""}",1996,6000000.0,16231658.0,6.675791623058138,0.5156683305601775,0.6448196908986834,0.5802440107294304,5306,tt0116191,0.7529761904761905,3,11.0,6.0,0.5454545454545454,0.7661435786435785
14329,20996974,/m/053rxgm,The Expendables,2010-08-03,274470394.0,98.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/015fr"": ""Brazil""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}",2010,80000000.0,194470394.0,6.200021683742614,0.9154187465335551,0.4514405647777141,0.6834296556556346,4185,tt1320253,0.10814419225634175,1,15.0,2.0,0.13333333333333333,0.1916036196410028
14367,23830211,/m/07k2mq,Requiem for a Dream,2000-10-27,7390108.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0fx2s"": ""Tragedy"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/0hj3mry"": ""Addiction Drama""}",2000,4500000.0,2890108.0,8.100000000000001,0.3602329450915141,0.9883609998091968,0.6742969724503554,4866,tt0180093,0.44382801664355065,3,14.0,5.0,0.35714285714285715,0.6003236245954693
14383,3248340,/m/09146g,Kung Fu Panda,2008-05-15,631744560.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01zhp"": ""Computer Animation"", ""/m/0hcr"": ""Animation"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",2008,130000000.0,501744560.0,7.249756231251247,0.985579589572934,0.8448769318832284,0.9152282607280812,2719,tt0441773,0.09324208725406335,3,13.0,2.0,0.15384615384615385,0.4156960803667391
14439,14892910,/m/03h0pxb,The Maiden Heist,2009,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/04btyz"": ""Heist"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/01z4y"": ""Comedy""}",2009,20000000.0,,5.9,,0.3253195954970425,,8406,tt1107860,0.1505791505791506,0,9.0,3.0,0.3333333333333333,0.1613041613041613
14453,612052,/m/02wgk1,Spider-Man 2,2004-06-25,783766341.0,127.0,"{""/m/01r2l"": ""Chinese language"", ""/m/02h40lc"": ""English Language"", ""/m/06b_j"": ""Russian Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",2004,200000000.0,583766341.0,7.1011165215445615,0.9889073765945646,0.8128219805380652,0.9008646785663148,6679,tt0316654,0.274582560296846,1,25.0,10.0,0.4,0.3359719645433931
14470,157239,/m/014nq4,Star Trek: Insurrection,1998-12-11,112587658.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",1998,70000000.0,42587658.0,6.35,0.6702717692734331,0.5079183361953825,0.5890950527344079,5037,tt0120844,0.13571428571428568,3,18.0,5.0,0.2777777777777778,0.4711640211640211
14570,3217,/m/014hr,Army of Darkness,1992-10-09,21502796.0,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/06qln"": ""Stop motion"", ""/m/04xvh5"": ""Costume drama"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/0vgkd"": ""Black comedy"", ""/m/07s2s"": ""Time travel"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy""}",1992,11000000.0,10502796.0,7.35,0.4592346089850249,0.8780767029192902,0.6686556559521576,1696,tt0106308,0.0714285714285714,2,11.0,3.0,0.2727272727272727,0.3369408369408369
14584,32026934,/m/0gx1bnj,Seeking a Friend for the End of the World,2012-06-18,11734025.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06t2t"": ""Singapore"", ""/m/09pmkv"": ""Malaysia"", ""/m/03ryn"": ""Indonesia""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/06n90"": ""Science Fiction"", ""/m/01z4y"": ""Comedy""}",2012,10000000.0,1734025.0,6.5,0.3355518580144204,0.5731730585766075,0.4543624582955139,6962,tt1307068,0.41666666666666663,1,19.0,9.0,0.47368421052631576,0.40789473684210525
14588,5016250,/m/0czyxs,Watchmen,2009-02-23,185258983.0,161.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/06n90"": ""Science Fiction"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02kdv5l"": ""Action""}",2009,130000000.0,55258983.0,7.2999779853179,0.7171381031613977,0.8576607517649304,0.787399427463164,1461,tt0409459,0.30395136778115506,3,38.0,9.0,0.23684210526315788,0.5135978243481043
14753,8737659,/m/027gy0k,Speed Racer,2008-04-28,93945766.0,129.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0345h"": ""Germany""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3mxr"": ""Chase Movie"", ""/m/01z02hx"": ""Sports"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",2008,120000000.0,-26054234.0,5.899154283709625,0.0438158624514697,0.3167334478153024,0.1802746551333861,1351,tt0811080,0.137065637065637,3,18.0,5.0,0.2777777777777778,0.4716144716144716
14793,600235,/m/02v5r5,Manhunter,1986-08-15,8620929.0,124.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0vjs6"": ""Detective"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/01585b"": ""Slasher""}",1986,15000000.0,-6379071.0,7.0,0.1772046589018303,0.767887807670292,0.4725462332860611,1136,tt0091474,0.1561743341404358,1,16.0,4.0,0.25,0.2465025558245897
14838,1059701,/m/042g97,Superman III,1983-06-16,,125.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",1983,39000000.0,,5.15,,0.1315588628124403,,5075,tt0086393,0.3220779220779221,3,11.0,4.0,0.36363636363636365,0.5619047619047619
14962,481649,/m/02fqxm,Basic Instinct,1992-03-20,352927224.0,127.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/0hn10"": ""LGBT"", ""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}",1992,49000000.0,303927224.0,6.799999999999999,0.9586799778147532,0.6893722572028239,0.8240261175087886,718,tt0103772,0.3845126835781041,1,13.0,4.0,0.3076923076923077,0.34184610820124833
15001,2251266,/m/06z8s_,Ocean's Eleven,2001-12-05,450717150.0,117.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language"", ""/m/012w70"": ""Cantonese""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/04btyz"": ""Heist"", ""/m/0jdm8"": ""Remake"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",2001,85000000.0,365717150.0,7.45,0.9697726012201886,0.9030719328372449,0.9364222670287168,3029,tt0240772,0.07114845938375347,1,24.0,2.0,0.08333333333333333,0.1626050420168067
15058,535335,/m/02mmwk,War of the Worlds,2005-06-13,591745550.0,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/094ddt"": ""Doomsday film"", ""/m/0hj3mt0"": ""Alien Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01drsx"": ""Disaster"", ""/m/02kdv5l"": ""Action""}",2005,132000000.0,459745550.0,6.340433038996991,0.9828064337215752,0.4970425491318451,0.7399244914267101,1459,tt0407304,0.4772727272727273,3,16.0,5.0,0.3125,0.5965909090909091
15062,277149,/m/01pgp6,There's Something About Mary,1998-07-15,369884651.0,119.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01jw2w"": ""Gross-out film"", ""/m/01z4y"": ""Comedy"", ""/m/0bbc17"": ""Gross out"", ""/m/02l7c8"": ""Romance Film"", ""/m/09q17"": ""Slapstick""}",1998,23000000.0,346884651.0,6.800000000000001,0.9675540765391016,0.7025376836481587,0.8350458800936301,3521,tt0129387,0.3137254901960784,3,15.0,5.0,0.3333333333333333,0.5490196078431372
15085,3936140,/m/0b7l4x,Smokin' Aces,2006-12-09,57103895.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action""}",2006,17000000.0,40103895.0,6.5,0.6597337770382695,0.5731730585766075,0.6164534178074386,1340,tt0475394,0.21216407355021216,3,18.0,2.0,0.1111111111111111,0.4410917282204411
15192,295757,/m/01r6s5,Mystery Men,1999-07-22,33461011.0,122.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/0219x_"": ""Indie"", ""/m/04pbhw"": ""Superhero movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",1999,68000000.0,-34538989.0,5.9,0.0249584026622296,0.3253195954970425,0.175138999079636,2976,tt0132347,0.19327731092436973,1,20.0,5.0,0.25,0.25887021475256766
15231,415156,/m/025n07,XXX,2002-08-09,277448382.0,124.0,"{""/m/02h40lc"": ""English Language"", ""/m/01wgr"": ""Czech Language"", ""/m/04306rv"": ""German Language"", ""/m/06b_j"": ""Russian Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure""}",2002,70000000.0,207448382.0,5.8,0.9234608985024958,0.2896393817973669,0.6065501401499314,1497,tt0295701,0.00579150579150578,1,16.0,3.0,0.1875,0.17554161304161306
15425,24841297,/m/09g96w7,The Next Three Days,2010-11-19,84748651.0,153.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3n01"": ""Crime Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",2010,30000000.0,54748651.0,7.1,0.7149195784803106,0.8031864148063347,0.7590529966433226,2997,tt1458175,0.27910052910052907,3,22.0,7.0,0.3181818181818182,0.5324274490941158
15429,13053911,/m/04czgnm,Friday the 13th,2009-02-09,91379051.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",2009,19000000.0,72379051.0,5.6,0.7645590682196339,0.2346880366342301,0.499623552426932,7174,tt0758746,0.419047619047619,2,11.0,4.0,0.36363636363636365,0.48311688311688306
15436,3911312,/m/0b6ft5,The Game,1997-09-12,109423648.0,129.0,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/012w70"": ""Cantonese""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03k9fj"": ""Adventure"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/0c3351"": ""Suspense"", ""/m/02kdv5l"": ""Action""}",1997,50000000.0,59423648.0,7.60021508226132,0.7251802551303383,0.9372257202823888,0.8312029877063636,4258,tt0119174,0.27712137486573574,1,16.0,6.0,0.375,0.328484902733023
15560,17101981,/m/0421v9q,The Proposal,2009-06-01,317375031.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",2009,40000000.0,277375031.0,6.7500188564378565,0.9511924570160843,0.6865102079755772,0.8188513324958308,1250,tt1041829,0.5014577259475219,2,18.0,8.0,0.4444444444444444,0.5375229456862111
15580,232711,/m/01hv3t,The Truman Show,1998-06-01,264118201.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/0hj3nby"": ""Media Satire"", ""/m/06n90"": ""Science Fiction"", ""/m/02m4t"": ""Existentialism"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama""}",1998,60000000.0,204118201.0,8.0,0.9209650582362728,0.982064491509254,0.9515147748727636,1434,tt0120382,0.20039682539682535,1,14.0,5.0,0.35714285714285715,0.2969576719576719
15633,30006,/m/07cyl,The Silence of the Lambs,1991-02-14,272742922.0,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hn10"": ""LGBT"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0c3351"": ""Suspense"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}",1991,19000000.0,253742922.0,8.35,0.9417637271214644,0.9960885327227628,0.9689261299221136,1330,tt0102926,0.6100840336134454,3,12.0,4.0,0.3333333333333333,0.6478057889822596
15729,3477126,/m/09fl7z,Leviathan,1989-03-17,15704614.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rjj"": ""Italy""}","{""/m/01jfsb"": ""Thriller"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}",1989,25000000.0,-9295386.0,5.9,0.1408763172490294,0.3253195954970425,0.2330979563730359,1097,tt0097737,0.22425249169435213,3,8.0,2.0,0.25,0.49141749723145073
15765,25244870,/m/09gb_4p,127 Hours,2010-09-04,61738797.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure""}",2010,18000000.0,43738797.0,7.25,0.6724902939545202,0.8509826369013547,0.7617364654279375,1520,tt1542344,0.3047619047619048,3,18.0,7.0,0.3888888888888889,0.5645502645502646
15800,6752032,/m/0gm2_0,The Lookout,2007-03-30,5371181.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/04btyz"": ""Heist"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0c3351"": ""Suspense"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}",2007,16000000.0,-10628819.0,6.75,0.1245146977260122,0.6777332570120206,0.4011239773690164,4549,tt0427470,0.12345679012345678,3,16.0,7.0,0.4375,0.5203189300411523
15862,99304,/m/0pc62,Pearl Harbor,2001-05-21,449220945.0,184.0,"{""/m/064_8sq"": ""French Language"", ""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/01xpvb7"": ""Airplanes and airports""}",2001,140000000.0,309220945.0,6.4000095338507785,0.9597892401552968,0.5394008776950964,0.7495950589251965,1219,tt0213149,0.19269102990033227,2,19.0,5.0,0.2631578947368421,0.374171863767947
